m,n,k,p,L,G,r,lda,u,init_fit,bcs_fit,cs_fit,minc,maxc,mink0,maxk0,avgk_0,mink1,maxk1,avgk_1,iter,fit
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,13.0,0.850295870752
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,14.0,0.854656659483
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,15.0,0.860426770213
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,16.0,0.863499894645
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,17.0,0.866374652878
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,18.0,0.869543036492
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,19.0,0.872602059866
0,200,200,1,10,100,1000,0.2,5,0.5,0.536425353391,0.875026442892,1.0,1.82880984989e-06,0.971753302377,0.442,0.772,0.62952,0.582,0.862,0.73036,20.0,0.875026442892
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,0.0,0.396044689848
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,1.0,0.495318033802
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,2.0,0.573077858404
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,3.0,0.599763753273
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,4.0,0.611229972221
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,5.0,0.622551932426
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,6.0,0.637569707644
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,7.0,0.642875241464
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,8.0,0.647777068201
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,9.0,0.6517141401
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,10.0,0.655365652422
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,11.0,0.658469142416
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,12.0,0.661581652514
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,13.0,0.664631157843
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,14.0,0.668080021031
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,15.0,0.670936606799
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,16.0,0.673957097812
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,17.0,0.677053144891
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,18.0,0.679263609994
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,19.0,0.681276014926
1,200,200,1,10,100,1000,0.2,25,0.5,0.396044689848,0.683253767055,1.0,1.23680204276e-05,0.955095255331,0.153,0.554,0.34648,0.188,0.696,0.46704,20.0,0.683253767055
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,0.0,0.253309181502
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,1.0,0.39075271448
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,2.0,0.432040102436
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,3.0,0.45189679608
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,4.0,0.466081468849
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,5.0,0.472019205364
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,6.0,0.475704756788
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,7.0,0.485092161833
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,8.0,0.485114706946
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,9.0,0.48497644833
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,10.0,0.485966343872
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,11.0,0.484116816657
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,12.0,0.482813611209
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,13.0,0.480633678183
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,14.0,0.477701921641
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,15.0,0.473764706367
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,16.0,0.469585433258
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,17.0,0.465135639215
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,18.0,0.462205365008
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,19.0,0.459135772718
2,200,200,1,10,100,1000,0.2,45,0.5,0.253309181502,0.456764940342,1.0,1.29849940731e-05,0.882721924072,0.069,0.4,0.217,0.083,0.561,0.32436,20.0,0.456764940342
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,0.0,0.132485443846
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,1.0,0.300157803469
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,2.0,0.334539967275
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,3.0,0.367803013342
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,4.0,0.381655429518
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,5.0,0.393278272232
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,6.0,0.39760173335
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,7.0,0.401273002856
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,8.0,0.404718895538
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,9.0,0.407143881584
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,10.0,0.409234088064
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,11.0,0.411633207896
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,12.0,0.412636290286
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,13.0,0.413556269996
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,14.0,0.412561523744
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,15.0,0.411956123929
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,16.0,0.411470568571
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,17.0,0.41062298827
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,18.0,0.409539732727
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,19.0,0.409286348162
3,200,200,1,10,100,1000,0.2,65,0.5,0.132485443846,0.407937012481,1.0,1.79927264552e-05,0.950197698951,0.031,0.377,0.1552,0.066,0.562,0.25592,20.0,0.407937012481
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,0.0,0.0297305145269
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,1.0,0.229758738767
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,2.0,0.277452819285
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,3.0,0.285510184373
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,4.0,0.289153210173
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,5.0,0.291404790557
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,6.0,0.291554595546
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,7.0,0.292517036157
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,8.0,0.293487413296
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,9.0,0.293881697153
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,10.0,0.293661766592
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,11.0,0.291180044282
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,12.0,0.287921313578
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,13.0,0.285572311274
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,14.0,0.282145976066
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,15.0,0.277680878722
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,16.0,0.274517406782
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,17.0,0.269452429682
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,18.0,0.265347955922
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,19.0,0.262576009724
4,200,200,1,10,100,1000,0.2,85,0.5,0.0297305145269,0.259846201066,1.0,6.23997064975e-06,0.810547792945,0.016,0.26,0.11892,0.006,0.47,0.21216,20.0,0.259846201066
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,0.0,0.646994076893
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,1.0,0.692734881821
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,2.0,0.735135528062
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,3.0,0.779660219609
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,4.0,0.800075127063
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,5.0,0.814725318744
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,6.0,0.821974368593
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,7.0,0.827418936832
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,8.0,0.833218515621
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,9.0,0.836050248792
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,10.0,0.83848972327
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,11.0,0.842552360058
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,12.0,0.845396732685
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,13.0,0.847995778417
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,14.0,0.849429232583
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,15.0,0.850520414808
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,16.0,0.851645084356
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,17.0,0.852589755137
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,18.0,0.853508589829
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,19.0,0.85539060654
5,200,200,1,10,100,1000,0.2,5,0.5,0.646994076893,0.856853555256,1.0,1.41163722153e-05,0.977690685157,0.512,0.764,0.62896,0.562,0.899,0.70912,20.0,0.856853555256
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,0.0,0.470418796992
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,1.0,0.571631336787
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,2.0,0.636555061204
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,3.0,0.651737973213
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,4.0,0.667165808333
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,5.0,0.67386663336
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,6.0,0.679417925536
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,7.0,0.686598036675
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,8.0,0.689807490656
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,9.0,0.692510279897
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,10.0,0.695055868375
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,11.0,0.697717231416
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,12.0,0.699711661389
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,13.0,0.701367494734
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,14.0,0.702839062106
6,200,200,1,10,100,1000,0.2,25,0.5,0.470418796992,0.713517489942,1.0,7.2734914327e-06,0.92358832178,0.182,0.533,0.34792,0.168,0.626,0.43092,15.0,0.70486076203
