m,n,k,p,L,G,r,lda,u,init_fit,bcs_fit,cs_fit,minc,maxc,mink0,maxk0,avgk_0,mink1,maxk1,avgk_1,iter,fit
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,13.0,0.517402389803
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,14.0,0.516249077239
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,15.0,0.515388125698
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,16.0,0.51406514285
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,17.0,0.513090672089
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,18.0,0.512165606404
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,19.0,0.511300545353
22,200,200,1,10,100,1000,0.2,45,0.5,0.28002741152,0.51051021727,1.0,1.73959302046e-05,0.956425133534,0.006,0.461,0.219666666667,0.006,0.632,0.301148148148,20.0,0.51051021727
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,0.0,0.186447770115
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,1.0,0.347474342783
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,2.0,0.401317494358
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,3.0,0.422067440416
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,4.0,0.430439063138
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,5.0,0.434371231698
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,6.0,0.438197911674
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,7.0,0.439467208472
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,8.0,0.440389653923
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,9.0,0.440692347172
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,10.0,0.442364266255
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,11.0,0.441520761701
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,12.0,0.439772919452
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,13.0,0.439428350479
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,14.0,0.439906626519
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,15.0,0.437551910123
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,16.0,0.434949795015
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,17.0,0.432789038251
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,18.0,0.430027620364
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,19.0,0.427382392042
23,200,200,1,10,100,1000,0.2,65,0.5,0.186447770115,0.424538992273,1.0,9.74643636342e-06,0.983501761087,0.003,0.376,0.152481481481,0.002,0.516,0.233740740741,20.0,0.424538992273
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,0.0,0.123202615242
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,1.0,0.314009623846
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,2.0,0.37101730804
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,3.0,0.387114793212
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,4.0,0.392406225565
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,5.0,0.395822580586
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,6.0,0.397342656574
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,7.0,0.399292888682
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,8.0,0.398923958702
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,9.0,0.401261737075
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,10.0,0.397634785437
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,11.0,0.394720461909
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,12.0,0.390564534943
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,13.0,0.386890166576
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,14.0,0.383761066439
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,15.0,0.380174575037
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,16.0,0.376585131691
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,17.0,0.373476204994
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,18.0,0.37136408749
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,19.0,0.369236441677
24,200,200,1,10,100,1000,0.2,85,0.5,0.123202615242,0.367010830647,1.0,,,0.0,0.395,0.121407407407,0.0,0.444,0.190814814815,20.0,0.367010830647
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,0.0,0.389376055714
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,1.0,0.425006134707
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,2.0,0.511213822256
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,3.0,0.546383455312
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,4.0,0.561523687179
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,5.0,0.578850356586
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,6.0,0.59896704976
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,7.0,0.606954270669
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,8.0,0.624126982852
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,9.0,0.631148875659
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,10.0,0.638841433875
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,11.0,0.640967403813
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,12.0,0.644042712598
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,13.0,0.645275618194
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,14.0,0.649058934368
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,15.0,0.650429883658
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,16.0,0.651284907747
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,17.0,0.65374477767
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,18.0,0.653780451983
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,19.0,0.656323453871
25,200,200,2,10,100,1000,0.2,5,0.5,0.389376055714,0.656275129342,1.0,1.5009973906e-05,0.984475432801,0.253,0.787,0.621153846154,0.669,0.906,0.812923076923,20.0,0.656275129342
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,0.0,0.261181038628
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,1.0,0.332168348255
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,2.0,0.41301376298
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,3.0,0.465762681003
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,4.0,0.480441860823
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,5.0,0.489033490564
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,6.0,0.498988158651
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,7.0,0.509789486876
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,8.0,0.510452694678
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,9.0,0.510279023072
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,10.0,0.51033196241
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,11.0,0.51096134926
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,12.0,0.510471410683
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,13.0,0.510163360813
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,14.0,0.50932053474
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,15.0,0.507557134813
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,16.0,0.506051417212
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,17.0,0.504599451905
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,18.0,0.502470323109
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,19.0,0.500555334876
26,200,200,2,10,100,1000,0.2,25,0.5,0.261181038628,0.498681229603,1.0,3.00724075106e-05,0.944222903728,0.032,0.589,0.381846153846,0.22,0.795,0.553076923077,20.0,0.498681229603
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,0.0,0.168557572731
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,1.0,0.271077814547
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,2.0,0.343869668183
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,3.0,0.371693281341
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,4.0,0.386654938422
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,5.0,0.396045089441
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,6.0,0.399267994644
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,7.0,0.401340971903
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,8.0,0.40161389492
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,9.0,0.401549446486
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,10.0,0.4012096887
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,11.0,0.402755261521
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,12.0,0.402952853602
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,13.0,0.402198123354
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,14.0,0.401322444745
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,15.0,0.40045907079
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,16.0,0.399505125376
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,17.0,0.398632024675
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,18.0,0.39738433839
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,19.0,0.396402882352
27,200,200,2,10,100,1000,0.2,45,0.5,0.168557572731,0.394975303508,1.0,3.49977323919e-05,0.792079218987,0.002,0.492,0.244615384615,0.146,0.667,0.420538461538,20.0,0.394975303508
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,0.0,0.0977680759248
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,1.0,0.24897745602
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,2.0,0.294684614662
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,3.0,0.316183476143
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,4.0,0.334426852324
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,5.0,0.346037721439
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,6.0,0.356214873792
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,7.0,0.358875832176
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,8.0,0.365242372389
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,9.0,0.365392242261
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,10.0,0.365563166098
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,11.0,0.36599541229
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,12.0,0.363816628208
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,13.0,0.362310247622
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,14.0,0.359604454274
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,15.0,0.356563627215
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,16.0,0.353515131008
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,17.0,0.350931305894
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,18.0,0.347646239078
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,19.0,0.343234301992
28,200,200,2,10,100,1000,0.2,65,0.5,0.0977680759248,0.34006377217,1.0,1.75092926613e-05,0.876441532757,0.003,0.351,0.164153846154,0.077,0.56,0.342461538462,20.0,0.34006377217
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,0.0,0.0350794054357
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,1.0,0.194901395842
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,2.0,0.266581286006
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,3.0,0.301405038651
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,4.0,0.313465552926
29,200,200,2,10,100,1000,0.2,85,0.5,0.0350794054357,0.303404120067,1.0,2.03385845678e-05,0.674465215486,0.044,1.0,0.314653846154,0.059,0.586,0.262846153846,5.0,0.324870225158
