pf,n,k,p,L,G,r,mindivY,maxdivY,avgdivY,mindivX,maxdivX,avgdivX,ami_yw,ami_yx,ami_xw,p_xy,s_xy,p_wx,s_wx,p_wy,s_wy,minsupp,avgsupp,maxsupp
10,200,1,10,100,1000,0.2,4.6255555664419905,8.6002515521431704,6.5630465432082374,1.0,15.380073036862749,6.5703725881797341,0.14720843892377775,0.47028020458672831,0.34167008450611691,0.96445956631790597,0.96933327481448195,0.85923660925824885,0.87534580020318009,0.84214140432751916,0.85740571520037667,0.5,0.67499999999999993,0.90000000000000002
10,200,1,10,100,1000,0.2,2.988525810966443,15.394215518928902,7.7100699701903981,3.8887295704204408,12.374568105758113,7.7098954699685862,0.091255172197465415,0.33798880879605553,0.080830524685358396,0.96021272539369318,0.95688463489107911,0.8541391878749458,0.86243702986670123,0.78777826152956587,0.79269091733947483,0.5,0.60499999999999987,0.69999999999999996
10,200,1,10,100,1000,0.2,1.9856172048699803,6.460138153478737,5.0101230749051853,1.0,11.151643946183045,5.05170588720007,0.35718895328033562,0.58323537750570043,0.44514847707578253,0.97039417348794665,0.96865886924081668,0.86057844312368725,0.87225516584943308,0.81767501310257173,0.81637148167262319,0.5,0.61309523809523814,0.80000000000000004
10,200,1,10,100,1000,0.2,3.7424104962150673,12.3207216745101,6.2071525351942469,1.0,15.517959981235531,6.3561172495620406,0.200255595521216,0.27646235573656386,0.51830798492671271,0.97976761230915177,0.97577758435088158,0.83530609603073314,0.83962429247428061,0.76075001175368262,0.75330747623611072,0.5,0.63235294117647056,0.80000000000000004
10,200,1,10,100,1000,0.2,4.6853767088304865,9.2384712087856382,7.1750735455029213,1.0,11.559697345904267,7.2650983502913622,0.11761985167527189,0.43357195618134631,0.21297709001495063,0.93408780380851464,0.9404933510871214,0.85696916581480165,0.86919331373832698,0.90054716059711948,0.91847650861129748,0.5,0.61315789473684201,0.80000000000000004
10,200,1,10,100,1000,0.2,1.8898815748423097,10.606878091792659,6.6904096534854194,1.0,15.958509468725946,6.8636450474004267,0.13686920317137477,0.38306116292499781,0.36258587823342575,0.94572005736882814,0.94207620320477115,0.86624733480234695,0.84798597524463826,0.90536194907606382,0.90357267930484664,0.5,0.62222222222222212,0.80000000000000004
10,200,1,10,100,1000,0.2,3.988319115153875,7.9988290644531821,6.4283982384916687,1.0,14.725808826695516,6.7246337645114966,0.1283634199201561,0.41754857977990562,0.24441653194216501,0.96169809064497103,0.96396329561583693,0.84386063542535872,0.83633138747181457,0.81447126386429636,0.81891041041681167,0.5,0.64259259259259249,0.90000000000000002
10,200,1,10,100,1000,0.2,3.8751372255101848,10.234136942225003,6.7914851315319735,1.0,15.980896253879488,6.8554315417210079,0.11289364453909083,0.49609786635575526,0.49932269372524285,0.96316542566533214,0.9672788286597056,0.84621830134735709,0.85285952679078136,0.79449564121429939,0.797374792281622,0.5,0.60555555555555551,0.80000000000000004
10,200,1,10,100,1000,0.2,3.679608888815467,14.66256971069239,7.023216705379407,1.0,16.795215478319797,7.0904585078704914,0.15324561592743433,0.54940767426228487,0.40406903724098858,0.97664840815721721,0.97845671865188022,0.86612345182867201,0.87372652635404446,0.84067299804293372,0.84542193296066648,0.5,0.56111111111111112,0.80000000000000004
10,200,1,10,100,1000,0.2,2.6804498024509735,12.620244881804304,6.6398899865060468,1.0,15.901199930634927,6.7706692051321955,0.25823023784590776,0.40947059110366196,0.2322602881758368,0.92462542222903055,0.9207171422317354,0.83592896197667921,0.8340846867516396,0.87057016130435172,0.8768101740698292,0.5,0.64444444444444438,0.80000000000000004
10,200,1,10,100,1000,0.2,1.9917412148051292,10.522552033660315,6.4879793912187536,1.0,15.879810447873492,6.5385797455909174,0.14721806277666385,0.53105435101170106,0.36294282341471074,0.98858259177002039,0.98311084257121883,0.86706390394111343,0.8790606601626737,0.80598189489610572,0.80477135948662648,0.5,0.57647058823529407,0.69999999999999996
10,200,1,10,100,1000,0.2,3.9487706875531545,10.51236867140979,7.6208535403466868,4.9121307704109984,8.8417363326408118,7.6037180270935494,0.089876397493711291,0.31510674594992766,0.086759301909510866,0.97621712973379438,0.97972176420909918,0.85396905716953186,0.86421840567270902,0.80932627758215903,0.81960022148240808,0.5,0.59999999999999987,0.90000000000000002
