pf,n,k,p,L,G,r,lda,p_wy,s_wy,p_xy,s_xy,p_wx,s_wx,ami_yx,ami_xw,ami_yw,init_err,bcs_err,minc,maxc,cs_err
100,200,1,10,100,1000,0.2,85,0.78797926475516633,0.76528844359029558,0.98670892731710158,0.98205264289514638,0.83522326316647444,0.82993405502547291,0.39726026411261428,0.34064521030105149,0.18360106640044244,0.29664528960186165,0.2093414114076747,2.7608812844803765e-06,0.2175022838788182,1.0
100,200,1,10,100,1000,0.2,85,0.82767026777825037,0.85070862894471622,0.98657584829191924,0.98792302009830313,0.87093967609903911,0.89329836480255331,0.47878593248947388,0.60490618863473222,0.26847981813504646,0.13825664575066787,0.18823481916940576,7.7257397518293303e-06,0.32139802535922213,1.0
100,200,1,10,100,1000,0.2,85,0.84253909737689758,0.85334626096335953,0.97215845308811522,0.9767714290294115,0.85113689848737983,0.86315664804627368,0.35749494629228384,0.22548798883111623,0.072984398018962546,0.43561477261031234,0.31120023885088788,2.2401621771916957e-05,0.23388212219474114,1.0
100,200,1,10,100,1000,0.2,85,0.8419492648595629,0.86024978166697363,0.96415544504104678,0.97140845590938307,0.83600298667034378,0.84917660587407306,0.40510555833090972,0.20779058500202746,0.23302203265978022,0.45494253699960241,0.42189733812692798,1.1599067417655817e-05,0.25819699605169766,1.0
100,200,2,10,100,1000,0.2,5,0.72269490409113102,0.72640059957718595,0.98229114263048223,0.97424407833915372,0.71361710728184136,0.70953766430950227,0.44111713997427426,0.11877144684274567,0.087994135211101429,0.65541493163496622,0.63789278541626193,7.8074703013797375e-06,0.32872127191518596,1.0
100,200,2,10,100,1000,0.2,5,0.60309333980143331,0.56699970965142288,0.98664796800430155,0.98182963703982506,0.65456977564096908,0.63345988277615073,0.44736049399820388,0.31942741786364015,0.096370575889527882,0.61631061015532795,0.59624510509047401,6.0469680248642632e-06,0.38020590229505102,1.0
100,200,2,10,100,1000,0.2,5,0.70281272345026047,0.73327816201436391,0.95426653664270877,0.94877447088788702,0.66072960573424488,0.69434119878773048,0.4007266648711833,0.21392746488835698,0.11524742539620456,0.60676127747958364,0.58018201181347395,2.0772175783001501e-05,0.31642350463436486,1.0
100,200,2,10,100,1000,0.2,5,0.64331197393122397,0.65671989637446659,0.98217993974093298,0.98009076329753675,0.64165734477461789,0.66175925951428427,0.61388945129374139,0.25884248202085958,0.11706479942541277,0.62838168622343726,0.60286177319749834,4.7079210779621405e-05,0.31571233600976534,1.0
100,200,2,10,100,1000,0.2,5,0.72121229351516614,0.73728838780199801,0.96766929363536391,0.96202825977319262,0.72831263268698709,0.74316027741405055,0.42682050503907354,0.16157580797621449,0.11857179438899818,0.62768593450466892,0.6206087225955812,6.6516003638605881e-05,0.40832887344660962,1.0
100,200,2,10,100,1000,0.2,25,0.66406904801982103,0.66031582627314045,0.97178453072999438,0.96765226867758136,0.65833018815720679,0.66859789827766869,0.45743832024073106,0.089372371546835527,0.11493139971140764,0.38976141379838902,0.43216101587626865,1.1126659839488795e-05,0.26963878945241282,1.0
100,200,2,10,100,1000,0.2,25,0.594473672610496,0.5991990644538645,0.98744012462115516,0.98290154555507014,0.62856984937221005,0.64281996116540341,0.52659204361629475,0.11328826460202973,0.13962385400365399,0.38192167049676351,0.42882691398427253,9.7448623416207525e-06,0.23794692133976825,1.0
100,200,2,10,100,1000,0.2,25,0.67272423897050149,0.64268793177948635,0.98682239141170469,0.9803512850245254,0.71649021804733837,0.7068397186181038,0.55077826504496163,0.27634349966167537,0.14184479671702002,0.35686890089422685,0.38996187603303845,6.1433213383033092e-07,0.20003448613175923,1.0
100,200,2,10,100,1000,0.2,25,0.67889168332757177,0.69178501581041263,0.9605999976910311,0.96220592733977428,0.67326337979563122,0.69856728688180791,0.39370639141865682,0.13003352854221079,0.11321713644704731,0.29516316929784003,0.35363165685007014,1.4992570868677113e-05,0.29903526247963352,1.0
100,200,2,10,100,1000,0.2,25,0.59247955271474173,0.6033981689701029,0.98159452623540655,0.977472872542266,0.62889534227682209,0.64901739666584302,0.42901556017296144,0.14652971815667895,0.047979082915866784,0.36080402350361263,0.40374651824295327,1.8275736672124232e-05,0.2145126764099029,1.0
100,200,2,10,100,1000,0.2,45,0.77071811219698849,0.76284447963265289,0.96843629969981548,0.95725363453226675,0.72471225831407815,0.70201406290081247,0.45994076826451769,0.17717610555667201,0.1456511335580454,0.24996099253603976,0.380717845984893,4.1191598288414788e-05,0.21394324309653601,1.0
100,200,2,10,100,1000,0.2,45,0.61307889624289258,0.65392853024156883,0.98078584489367016,0.9781765925028939,0.63708034923076051,0.68146371804797179,0.4798562030387043,0.13318987254252701,0.081912672380956508,0.24750973688166289,0.34635609841456405,2.0570117859719517e-05,0.15866578963236222,1.0
100,200,2,10,100,1000,0.2,45,0.67956678968069106,0.69223006752397609,0.98089322910540044,0.97437291789241154,0.68152445988745303,0.70136017677705298,0.44452982162186239,0.20777731761397109,0.1663851468059151,0.15736105802478961,0.26824741012474784,3.0778143365051136e-06,0.21902631305786646,1.0
100,200,2,10,100,1000,0.2,45,0.67848859765554348,0.70676606181492596,0.9760890293522283,0.96978066303064447,0.66819111645193519,0.70394566845242579,0.35342244182675459,0.22499909490642969,0.13232800285002155,0.16207213203946513,0.26402492583636028,3.3133292654974333e-05,0.15579163277789132,1.0
100,200,2,10,100,1000,0.2,45,0.75465478561229227,0.76102324744760674,0.93262410617981473,0.92778552253692026,0.63327022821782675,0.64096554360845082,0.31079743177941677,0.14366280190110439,0.17106781406160734,0.19573570863922463,0.32223725575986317,4.0143108626100599e-06,0.25548235985304579,1.0
100,200,2,10,100,1000,0.2,65,0.69219094864280761,0.71261301264142463,0.97122990331266967,0.96873277108881972,0.66063506047009879,0.678308464637566,0.35431286588689254,0.20414426143664308,0.11264795190421585,0.15877570389307571,0.33349972649766924,3.8276895772959563e-05,0.18803739703911682,1.0
100,200,2,10,100,1000,0.2,65,0.69554436508300543,0.69958826603736668,0.98176523448439756,0.97782417700059354,0.69692302296596687,0.69846010446558127,0.39764190294160545,0.21600039849022856,0.084748703984759602,0.10264342943711569,0.29361728877330839,1.6279512868089263e-05,0.28602930351165567,1.0
100,200,2,10,100,1000,0.2,65,0.69201809847967943,0.68914037019240459,0.98286670743051363,0.97948484838674676,0.72141413159333634,0.71867455513491085,0.4781428338526203,0.2239221163410996,0.12123151008364656,0.095686905901985919,0.21561534919130787,1.9472177799517709e-05,0.26892718530930548,1.0
100,200,2,10,100,1000,0.2,65,0.67506766488987013,0.66087700964399432,0.98193731873820911,0.97441481940178087,0.70936696822798584,0.70751658996626776,0.54545590175819803,0.20689105403916747,0.15580094272908451,0.11637547509996349,0.18193088782177957,5.9071442541913655e-06,0.22251207907335691,1.0
100,200,2,10,100,1000,0.2,65,0.68674647493229757,0.7003845836949264,0.98062596506403465,0.9789489874631464,0.68349006092486886,0.69364578907257568,0.51052391615841985,0.25671921941642845,0.09084548081189768,0.26008414574293293,0.41688761978134292,6.4264949297454521e-05,0.19273952385896109,1.0
100,200,2,10,100,1000,0.2,85,0.66717617783250993,0.69669470030136338,0.98502657192919596,0.98175108799075383,0.68363487346724539,0.71309165781770179,0.50971101384590844,0.30335035213710188,0.17139820816436246,-0.0055177051792929532,0.18532751011891624,1.9714471712894976e-05,0.28220911577622698,1.0
100,200,2,10,100,1000,0.2,85,0.73851244398149096,0.74152443424672865,0.97012574802349694,0.96300471199610505,0.70176972188404274,0.70170568304768999,0.48257332498291394,0.19004936019820162,0.087486055129530393,0.43562488153038359,0.43457290651998504,4.4535653124455621e-05,0.2156161524193706,1.0
100,200,2,10,100,1000,0.2,85,0.7046039690578163,0.71414749077875106,0.96557005401098517,0.95500262710493844,0.68708201447336326,0.69509885934615712,0.44294777957854536,0.1584884610552755,0.11219713751059358,0.16870048401180771,0.35634366912578397,5.5854230467389243e-06,0.20244756016181964,1.0
100,200,2,10,100,1000,0.2,85,0.75339258609743309,0.77848847125807563,0.95608529630246297,0.94993224375249286,0.70683966266413123,0.71593993285931734,0.51823173015287172,0.14930554770732193,0.090757652085017348,0.20213782919810697,0.40398215937462267,1.6518553836109007e-05,0.1643596554686354,1.0
100,200,2,10,100,1000,0.2,85,0.63025062834658985,0.65000016112924963,0.95656849516307874,0.95161181439647857,0.64359549537299632,0.64824024495650401,0.43935555255165276,0.07067101281324252,0.076186321545149871,0.13430276411200492,0.32239200295951043,1.2119305936475477e-05,0.24491432680035685,1.0
100,200,5,10,100,1000,0.2,5,0.44774768929833775,0.46784451213240325,0.98219903319782853,0.9721348881562788,0.4489573221428278,0.48380587439504746,0.38282170491570344,0.062236149729667234,0.055208180811364756,0.56997691663593408,0.51822122786394165,1.1087389846897722e-05,0.27241452998199556,1.0
100,200,5,10,100,1000,0.2,5,0.42990893919274864,0.42448163615115853,0.98241506881583351,0.97256281470304473,0.46786290348267845,0.48239663539937672,0.4489467625881795,0.24064938795104004,0.15558560285239581,0.60416091934485028,0.54044289262449818,1.2259790124868886e-05,0.23651037449624868,1.0
100,200,5,10,100,1000,0.2,5,0.41952016644466616,0.44486413016990151,0.97500547631548484,0.96288903325717901,0.40498505842562471,0.44352764408063394,0.41355829039250491,0.13899434276741546,0.11229695752395047,0.5601588548374199,0.49986611197611719,3.5684165920923938e-05,0.19143936425855212,1.0
100,200,5,10,100,1000,0.2,5,0.44732230619690794,0.45675608370041998,0.97528732428346254,0.96301569395575282,0.47654829210838279,0.49384168283799862,0.27669633626906942,0.26860665903971737,0.046050181834559258,0.52510995439724639,0.45542628779103311,2.0658213951918469e-05,0.21571375803427206,1.0
100,200,5,10,100,1000,0.2,5,0.59085244223103606,0.59690480434220861,0.96838675564372234,0.94786011939326131,0.53609249395907854,0.53990194536380398,0.31496183616081774,0.12167647086146074,0.094555342661847966,0.6381270342112646,0.57736182702058803,3.2520171648897644e-05,0.27124455938041425,1.0
100,200,5,10,100,1000,0.2,25,0.40186020545297252,0.41067076529745361,0.97573882804550449,0.96657959999575327,0.42886274876567454,0.45015022486412376,0.40032282332408803,0.20876091138295683,0.052126677246489526,0.32105006827162219,0.37107522861960185,9.3528751730076465e-06,0.21747484714375076,1.0
100,200,5,10,100,1000,0.2,25,0.49111187547437074,0.4518132090501093,0.98709812642635708,0.97975943380918273,0.52682345972331834,0.50637838838759963,0.44224679118166071,0.078391559644957226,0.029577822147782554,0.4516959104465097,0.51645547454721097,7.8930568073731777e-06,0.20684729621822751,1.0
100,200,5,10,100,1000,0.2,25,0.43009272391867548,0.42665954596935141,0.97064398354484238,0.96066032416129032,0.47457199576220765,0.48485585288385202,0.38787496328607679,0.2452871161010366,0.049442605979120632,0.46838496290351617,0.50378339601699229,8.7451870312005298e-06,0.15698423514627358,1.0
100,200,5,10,100,1000,0.2,25,0.50525696325175451,0.4853206077804339,0.97193468803568006,0.95788812138340917,0.48238790797135844,0.46819495153719654,0.35163401030763858,0.18285246368136565,0.070944833120964751,0.3909856916205916,0.45794624374957049,3.423560188153818e-05,0.20575367302800518,1.0
100,200,5,10,100,1000,0.2,25,0.47135873185886101,0.47684674163134683,0.9745904689152648,0.95724063933884829,0.46401991839750489,0.47370961657392052,0.28278684777542873,0.15683183553218591,0.042525231640378421,0.39492603018898176,0.43859700187879469,7.9269511977786422e-06,0.170519055919643,1.0
100,200,5,10,100,1000,0.2,45,0.48221692959918294,0.49265285859359054,0.94285299650824994,0.92083178926532772,0.44027085275932032,0.45723036636617143,0.32538919576884207,0.15219768839769113,0.07384469546112557,0.18815054563830969,0.32997875736322013,2.2175818022329707e-05,0.16519527192773953,1.0
100,200,5,10,100,1000,0.2,45,0.40534332654170724,0.41782556203947552,0.98073420436187919,0.96997476582103681,0.46059222853723636,0.49055963563050686,0.37750335495547288,0.10470945866915851,0.051055759853017489,0.14465432935402922,0.3248285630146357,1.0008732178268254e-05,0.12981425691495385,1.0
100,200,5,10,100,1000,0.2,45,0.44072304443930133,0.45109402138197496,0.98215676996641599,0.97226894167107747,0.48331602961410192,0.5138212437050842,0.4157363934251333,0.15385831725676344,0.031354952242441392,0.1334597203900818,0.30679806490202899,2.7170863245884469e-05,0.1367282122375868,1.0
100,200,5,10,100,1000,0.2,45,0.45769694080052803,0.47040523226331704,0.97346715381205184,0.95953329567342682,0.46624142384617195,0.48829706497299391,0.38419104111251295,0.048082004151974479,0.12223458444481232,0.17666142749932345,0.31444873705579213,2.4794763042956802e-05,0.19135146792084723,1.0
100,200,5,10,100,1000,0.2,45,0.37148819055012461,0.37220335261911519,0.98606822604879485,0.97625459681979332,0.41393340286522973,0.43412548262728462,0.38904970312021575,0.15710298070257403,0.10525306694509184,0.11597242401611962,0.30620053036374861,3.4872212548386905e-05,0.15063188409163941,1.0
100,200,5,10,100,1000,0.2,65,0.36367710420356048,0.38553897164317402,0.97103040874256974,0.95614031990552895,0.38665149311561975,0.42474242274735391,0.34432797508825519,0.17817818795216223,0.073335152970561576,0.010775341396017657,0.25981934339475121,3.9549136978678234e-06,0.13878471302952633,1.0
100,200,5,10,100,1000,0.2,65,0.40682454274301982,0.42063468264108217,0.98063455486636408,0.96834856417058346,0.40549185445351088,0.43290472009231828,0.31235391776600802,0.14994251634859201,0.04564300628830225,0.094000810995071293,0.3776483089376339,1.0253776261626157e-05,0.19175002442372724,1.0
100,200,5,10,100,1000,0.2,65,0.45202435304504107,0.49008090313802416,0.96627731176443166,0.95048395355868631,0.41548006256469383,0.45553423492670175,0.31862301250439712,0.10222580644215487,0.024263053457473958,0.11273305298189151,0.37796347372967676,1.3247647078884484e-05,0.20177122058705566,1.0
100,200,5,10,100,1000,0.2,65,0.41664626731429666,0.42084291690501874,0.97577854010782117,0.96386989298567416,0.43626840959687685,0.45957796123589101,0.3138087461022071,0.22334580265149281,0.056707731811360726,0.1220913025155711,0.28385869420618826,1.3131561999113472e-05,0.17548431682610088,1.0
100,200,5,10,100,1000,0.2,65,0.44025396640319125,0.4543816423713723,0.97743960106489636,0.96703833046397381,0.45225248843097599,0.47757451458597661,0.37885511657639026,0.13592289903346511,0.043054793368878373,0.077149504156155402,0.31935579582766493,4.9400702446522615e-06,0.14424562498235638,1.0
100,200,5,10,100,1000,0.2,85,0.36849148283601652,0.38533611442330568,0.98591040839367872,0.9731441394611714,0.43865231213606437,0.48626789551818728,0.36975951910085941,0.16064302814344403,0.041807626931828615,0.31841011253236384,0.38764139318210333,2.7237260731283186e-06,0.13146551905396031,1.0
100,200,5,10,100,1000,0.2,85,0.43981937779366398,0.44199072614043872,0.97441866484649386,0.96183030524512447,0.47672966668421002,0.48734293264790196,0.39245199893727528,0.18265753022818451,0.040096887751769214,-0.027721105714850092,0.34646903929362938,3.8017369456966321e-05,0.14803501789806128,1.0
100,200,5,10,100,1000,0.2,85,0.4093173019090397,0.43700256807589766,0.97975668807973271,0.96605490164091479,0.4385240108393702,0.4795257143466583,0.29279110817760662,0.0877481948669184,0.067136288173742564,0.52283055394960298,0.34335596691155479,3.1776584241693939e-07,0.16862864211028161,1.0
100,200,5,10,100,1000,0.2,85,0.37950893456029178,0.37434841022434123,0.98350913637698034,0.97099936445426116,0.46354307186487098,0.48822353004126307,0.41164193870417182,0.17196774630951317,0.046600806067615935,0.374947671638453,0.42652477801993161,1.4249619042283612e-05,0.14384426930453764,1.0
100,200,5,10,100,1000,0.2,85,0.40007479927154077,0.41986148074216739,0.94285480085831697,0.92185672714078559,0.34243468915758846,0.37250022730058385,0.29737915714294783,0.10990768076182408,0.077717453393833416,0.59647296761378099,0.37642475922087371,3.1345026451523594e-05,0.21570061055218148,1.0
100,200,8,10,100,1000,0.2,5,0.34311017582244752,0.36996035131976784,0.97351807651383104,0.95322563138933847,0.35421828777779452,0.40918412961435602,0.32565143458638562,0.094081464284548957,0.060248292351697472,0.49074850222945998,0.41424061934321554,4.8178907050555608e-06,0.2126348533327348,1.0
100,200,8,10,100,1000,0.2,5,0.38054656941813803,0.40241561749659777,0.97656256761587934,0.95685765790207911,0.41443702037636898,0.46255517755957992,0.3468389122424248,0.14498742874124679,0.031659704977890411,0.47666340890330716,0.38591478526661294,6.8995469858501579e-06,0.21576244492301411,1.0
100,200,8,10,100,1000,0.2,5,0.44509150392800312,0.49969956474222588,0.92485091894526705,0.88420856593258335,0.31347462984284857,0.38108196046106785,0.22527510826525105,0.27835066316506857,0.075887162791602222,0.50445789181620004,0.42364917712974104,1.4281168763563556e-05,0.23585302612892201,1.0
100,200,8,10,100,1000,0.2,5,0.29389858225138354,0.32854062314171267,0.96833463576163448,0.94688088849526908,0.31076379605453519,0.36261701516294365,0.38257676484196235,0.16063779881768878,0.029131707555069424,0.53667880557522274,0.4534881199587375,3.4926179929506418e-05,0.22798383578810955,1.0
100,200,8,10,100,1000,0.2,5,0.36969852419467486,0.39022713098604805,0.96852270838202936,0.94876829310265476,0.37367436822749411,0.39718697353386723,0.3080884349389138,0.059060990441495535,0.032209916213942626,0.54344261572301411,0.46968422512161634,2.8038108141448248e-05,0.26381494712038411,1.0
100,200,8,10,100,1000,0.2,25,0.36540533613503356,0.3580538063867062,0.98480344614397075,0.97329898486760325,0.39931623208583567,0.4165285306399828,0.47417718760425237,0.072025314920630482,0.043696927985508831,0.37656807315648821,0.4318027463037174,1.3939548656694001e-05,0.13799695627898934,1.0
100,200,8,10,100,1000,0.2,25,0.4199749814131194,0.44133982335386718,0.95857627786217181,0.93657763846198672,0.3830940839519632,0.40185265557007377,0.27727299608454437,0.094356488931374979,0.0785729584619278,0.42101609004633334,0.48031284087133508,6.5801813959320832e-05,0.15789688795361545,1.0
100,200,8,10,100,1000,0.2,25,0.42531542097794239,0.37509166262213361,0.98115602592757112,0.95990748854422836,0.44151478379249243,0.40418301776238608,0.3873113022641354,0.18523174853592844,0.097034014389872608,0.38708275049671481,0.43045676014255263,2.6484089214018347e-05,0.17552765258883818,1.0
100,200,8,10,100,1000,0.2,25,0.39956830010558009,0.41229910269876086,0.96277580465883772,0.94010812258663978,0.37808925281208605,0.39892374416038456,0.30965155184103288,0.053110866509719877,0.05722405831260205,0.40205079390331078,0.43447726603329218,4.0088752852107667e-05,0.16759185193085058,1.0
100,200,8,10,100,1000,0.2,25,0.41644161290848603,0.42620535700211193,0.96583281088744077,0.94213587913361696,0.41359803658285821,0.44410372436634121,0.29321680919837501,0.091825230610722328,0.058552975370802902,0.37199920756062921,0.39505163181310621,3.8058119238293386e-06,0.1559694082947618,1.0
100,200,8,10,100,1000,0.2,45,0.29548970091190607,0.29615551439547866,0.98457337205567697,0.96795169987436724,0.33781020575858123,0.36489442854602794,0.37143829994224914,0.16340506290901488,0.065240911944186408,0.14721030320059603,0.35044747635528573,1.1187218486252704e-05,0.15010884157132587,1.0
100,200,8,10,100,1000,0.2,45,0.45563802566636435,0.4578753713726228,0.97435544644622551,0.95360183439059343,0.45104105772897674,0.46594506275833941,0.27991456203186982,0.077017944117098974,0.050322461987674573,0.18412939182272747,0.33914113276572344,1.2977405818848098e-06,0.13801770749053666,1.0
100,200,8,10,100,1000,0.2,45,0.36231791468301022,0.38248915876515654,0.97876220212671927,0.96140789458771048,0.37460639105059279,0.41339813530908281,0.32825511738567359,0.064218697596396743,0.057325439322894203,0.21345839869207517,0.36672155374545667,1.4409467013476451e-05,0.16418677897798417,1.0
100,200,8,10,100,1000,0.2,45,0.39177841381983769,0.39585884027313029,0.97659580225786702,0.959917938696077,0.38947060573743308,0.40249159345394714,0.32054268422014254,0.20823613420902262,0.04734948356871066,0.20475497250415831,0.36661286120414027,1.563922027780773e-05,0.15027347660522183,1.0
100,200,8,10,100,1000,0.2,45,0.39711451963915012,0.39930184565641602,0.98017321210453545,0.96232711243425895,0.38716241460661638,0.40853201375806425,0.35598220910274353,0.134028455489411,0.022978594782158742,0.22714854214039493,0.37571272195725902,6.4059253594983545e-06,0.13725979088421281,1.0
100,200,8,10,100,1000,0.2,65,0.38670101154255976,0.41302828300022149,0.97133092694883072,0.94943104795633892,0.41333775417784513,0.45628542980401354,0.36893633169114465,0.21818856183097093,0.098138096276164002,0.06305620731509276,0.33236951363647049,1.1020359518276734e-06,0.12249959354100515,1.0
100,200,8,10,100,1000,0.2,65,0.27691372718566054,0.29267488419093907,0.97922236234887094,0.96229985616344216,0.29824475319801436,0.33329118120748108,0.35041965870142705,0.11989144089766904,0.02660869907109463,0.1308767129209879,0.3595936059237379,1.1641704842357825e-05,0.13180970049330121,1.0
100,200,8,10,100,1000,0.2,65,0.3000544671491836,0.30550863512426168,0.97729998241324967,0.96165414711355279,0.33284955468105037,0.35692675855107492,0.34439025911812166,0.21494009271849865,0.028462807888585708,0.14290986706476227,0.41955956663112992,6.0505970447266577e-05,0.13194591568276137,1.0
100,200,8,10,100,1000,0.2,65,0.44821157844439141,0.44509020116786746,0.96797656441663449,0.94703120986030631,0.42427511209369717,0.43012187706231786,0.33737968459349577,0.12735387229935199,0.057156354264974146,0.08499591340931556,0.34217922263227052,5.2337609042218958e-06,0.13105183053516922,1.0
100,200,8,10,100,1000,0.2,65,0.35056614882520543,0.37004952027885007,0.98042802736265677,0.96356408494975121,0.38770859218896425,0.4355181921682364,0.42569650672796211,0.14422772757594524,0.057032235318270098,0.052283294371608169,0.28918938674101247,1.5754435630954688e-05,0.12399112165648229,1.0
100,200,8,10,100,1000,0.2,85,0.33984589799500697,0.36109563388237403,0.9797420592230931,0.96469818852164579,0.35423720392225544,0.38737348614549888,0.34636897241442838,0.094374352758916494,0.09274450567533099,0.38718448786590387,0.37831582873705172,4.5379194297923142e-05,0.14957545608245326,1.0
